tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0871701	tvEpisode	Episode dated 11 October 2006	Episode dated 11 October 2006	0	2006	\N	\N	Talk-Show
tt0871702	tvEpisode	Episode dated 12 October 2006	Episode dated 12 October 2006	0	2006	\N	\N	Talk-Show
tt0871703	tvEpisode	Episode dated 28 October 2006	Episode dated 28 October 2006	0	2006	\N	\N	Talk-Show
tt0871704	tvEpisode	Episode dated 29 September 2006	Episode dated 29 September 2006	0	2006	\N	22	Talk-Show
tt0871705	tvEpisode	Episode #10.8	Episode #10.8	0	2006	\N	\N	Talk-Show
tt0871706	tvEpisode	Episode #10.9	Episode #10.9	0	2006	\N	\N	Talk-Show
tt0871707	tvEpisode	Spanish Laughter	Spanish Laughter	0	1995	\N	45	Drama
tt0871708	tvEpisode	Episode #1.2	Episode #1.2	0	2006	\N	\N	Comedy,Talk-Show
tt0871709	tvEpisode	Episode #1.3	Episode #1.3	0	2006	\N	\N	Comedy,Talk-Show
tt0871710	tvEpisode	Episode #1.4	Episode #1.4	0	2006	\N	\N	Comedy,Talk-Show
tt0871711	tvEpisode	Episode #1.5	Episode #1.5	0	2006	\N	\N	Comedy,Talk-Show
tt0871712	tvEpisode	Episode #1.6	Episode #1.6	0	2006	\N	\N	Comedy,Talk-Show
tt0871713	tvEpisode	Episode #1.7	Episode #1.7	0	2006	\N	\N	Comedy,Talk-Show
tt0871714	tvEpisode	Episode #1.8	Episode #1.8	0	2006	\N	\N	Comedy,Talk-Show
tt0871715	tvEpisode	Episode #1.9	Episode #1.9	0	2006	\N	\N	Comedy,Talk-Show
tt0871716	tvEpisode	Balloons	Balloons	0	1999	\N	\N	Documentary,History
tt0871717	tvEpisode	Casino Technology	Casino Technology	0	1999	\N	\N	Documentary,History
tt0871718	tvEpisode	Engineering Disasters 2	Engineering Disasters 2	0	1999	\N	\N	Documentary,History
tt0871719	tvEpisode	Lost Marvels	Lost Marvels	0	1999	\N	\N	Documentary,History
tt0871720	tvEpisode	Niagara Power	Niagara Power	0	1999	\N	\N	Documentary,History
tt0871721	tvEpisode	Blackout	Blackout	0	2003	\N	21	Comedy,Family
tt0871722	tvEpisode	Drowning New Orleans	Drowning New Orleans	0	2006	\N	\N	Documentary,History
tt0871723	tvEpisode	Elephant Rage	Elephant Rage	0	2005	\N	\N	Documentary,History
tt0871724	tvEpisode	Fire Ants: Texas Border Massacre	Fire Ants: Texas Border Massacre	0	2006	\N	\N	Documentary,History
tt0871725	tvEpisode	Hogzilla	Hogzilla	0	2005	\N	\N	Documentary,History
tt0871726	tvEpisode	Inside Shock & Awe	Inside Shock & Awe	0	2005	\N	\N	Documentary,History
tt0871727	tvEpisode	Seeing Through	Seeing Through	0	2005	\N	\N	Drama,Romance
tt0871728	tvEpisode	Baby Can I Hold You	Baby Can I Hold You	0	2006	\N	23	Comedy,Drama,Romance
tt0871729	tvEpisode	Episode #2.12	Episode #2.12	0	2006	\N	\N	Comedy,News,Talk-Show
tt0871730	tvEpisode	'Noche de fiesta' 2001	'Noche de fiesta' 2001	0	2001	\N	\N	Comedy,Music
tt0871731	tvEpisode	The Skull Sketch Mystery	The Skull Sketch Mystery	0	2006	\N	\N	Crime,Drama,Mystery
tt0871732	tvEpisode	The Mole	The Mole	0	2006	\N	45	Crime,Drama,Mystery
tt0871733	tvEpisode	Episode dated 28 August 2006	Episode dated 28 August 2006	0	2006	\N	\N	Talk-Show
tt0871734	tvEpisode	Episode #1.9770	Episode #1.9770	0	2006	\N	\N	Drama,Romance
tt0871735	tvEpisode	Janet Jackson	Janet Jackson	0	2006	\N	\N	News,Talk-Show
tt0871736	tvEpisode	Episode dated 27 September 2006	Episode dated 27 September 2006	0	2006	\N	\N	News,Sport,Talk-Show
tt0871737	tvEpisode	Beating the System	Beating the System	0	2006	\N	\N	Comedy
tt0871738	tvEpisode	Odcinek 747	Odcinek 747	0	2006	\N	\N	Drama,Romance
tt0871739	tvEpisode	533	533	0	2006	\N	\N	Comedy,Drama,Romance
tt0871740	tvEpisode	534	534	0	2006	\N	\N	Comedy,Drama,Romance
tt0871741	tvEpisode	(1999-09)	(1999-09)	0	1999	\N	\N	Drama
tt0871742	tvEpisode	What the Elle?	What the Elle?	0	2006	\N	\N	Game-Show,Reality-TV
tt0871743	tvEpisode	Episode dated 28 September 2006	Episode dated 28 September 2006	0	2006	\N	\N	Drama,Mystery,Romance
tt0871744	tvEpisode	White Rose	White Rose	0	2001	\N	\N	Drama,Music,Romance
tt0871745	tvEpisode	Episode dated 27 September 2006	Episode dated 27 September 2006	0	2006	\N	\N	Sport,Talk-Show
tt0871746	tvEpisode	Episode dated 27 September 2006	Episode dated 27 September 2006	0	2006	\N	\N	Sport,Talk-Show
tt0871747	tvSeries	Rumours	Rumours	0	2006	\N	22	Comedy,Drama
tt0871748	tvEpisode	Episode #1.1346	Episode #1.1346	0	1980	\N	22	Drama,Romance
tt0871749	tvEpisode	Episode #1.2	Episode #1.2	0	1975	\N	22	Drama,Romance
tt0871750	tvEpisode	Episode #1.3	Episode #1.3	0	1975	\N	22	Drama,Romance
tt0871751	tvEpisode	Episode #1.570	Episode #1.570	0	1977	\N	22	Drama,Romance
tt0871752	tvEpisode	Joe/Dan	Joe/Dan	0	2005	\N	\N	Game-Show,Music,Reality-TV
tt0871753	tvMiniSeries	Sessiz gece	Sessiz gece	0	2005	2005	\N	Drama
